"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Minnesota"	"27"	"2015"	"2015"	729	5482435	13.297
	"Minnesota"	"27"	"2016"	"2016"	745	5519952	13.496
	"Mississippi"	"28"	"1999"	"1999"	304	2828408	10.748
	"Mississippi"	"28"	"2000"	"2000"	293	2844658	10.300
	"Mississippi"	"28"	"2001"	"2001"	328	2852994	11.497
	"Mississippi"	"28"	"2002"	"2002"	343	2858681	11.999
	"Mississippi"	"28"	"2003"	"2003"	336	2868312	11.714
	"Mississippi"	"28"	"2004"	"2004"	350	2889010	12.115
	"Mississippi"	"28"	"2005"	"2005"	362	2905943	12.457
	"Mississippi"	"28"	"2006"	"2006"	325	2904978	11.188
	"Mississippi"	"28"	"2007"	"2007"	395	2928350	13.489
	"Mississippi"	"28"	"2008"	"2008"	409	2947806	13.875
	"Mississippi"	"28"	"2009"	"2009"	381	2958774	12.877
	"Mississippi"	"28"	"2010"	"2010"	388	2967297	13.076
	"Mississippi"	"28"	"2011"	"2011"	389	2978162	13.062
	"Mississippi"	"28"	"2012"	"2012"	410	2984945	13.736
	"Mississippi"	"28"	"2013"	"2013"	388	2990482	12.974
	"Mississippi"	"28"	"2014"	"2014"	380	2992400	12.699
	"Mississippi"	"28"	"2015"	"2015"	429	2989390	14.351
	"Mississippi"	"28"	"2016"	"2016"	383	2988726	12.815
	"Missouri"	"29"	"1999"	"1999"	700	5561948	12.586
	"Missouri"	"29"	"2000"	"2000"	699	5595211	12.493
	"Missouri"	"29"	"2001"	"2001"	721	5641142	12.781
	"Missouri"	"29"	"2002"	"2002"	691	5674825	12.177
	"Missouri"	"29"	"2003"	"2003"	677	5709403	11.858
	"Missouri"	"29"	"2004"	"2004"	712	5747741	12.387
	"Missouri"	"29"	"2005"	"2005"	722	5790300	12.469
	"Missouri"	"29"	"2006"	"2006"	796	5842704	13.624
	"Missouri"	"29"	"2007"	"2007"	807	5887612	13.707
	"Missouri"	"29"	"2008"	"2008"	778	5923916	13.133
	"Missouri"	"29"	"2009"	"2009"	857	5961088	14.377
	"Missouri"	"29"	"2010"	"2010"	856	5988927	14.293
	"Missouri"	"29"	"2011"	"2011"	933	6010717	15.522
	"Missouri"	"29"	"2012"	"2012"	913	6025415	15.152
	"Missouri"	"29"	"2013"	"2013"	959	6042711	15.870
	"Missouri"	"29"	"2014"	"2014"	1016	6060930	16.763
	"Missouri"	"29"	"2015"	"2015"	1050	6076204	17.281
	"Missouri"	"29"	"2016"	"2016"	1133	6093000	18.595
	"Montana"	"30"	"1999"	"1999"	162	897507	18.050
	"Montana"	"30"	"2000"	"2000"	158	902195	17.513
	"Montana"	"30"	"2001"	"2001"	175	906961	19.295
	"Montana"	"30"	"2002"	"2002"	184	911667	20.183
	"Montana"	"30"	"2003"	"2003"	180	919630	19.573
	"Montana"	"30"	"2004"	"2004"	175	930009	18.817
	"Montana"	"30"	"2005"	"2005"	206	940102	21.913
	"Montana"	"30"	"2006"	"2006"	189	952692	19.839
	"Montana"	"30"	"2007"	"2007"	196	964706	20.317
	"Montana"	"30"	"2008"	"2008"	203	976415	20.790
	"Montana"	"30"	"2009"	"2009"	218	983982	22.155
	"Montana"	"30"	"2010"	"2010"	225	989415	22.741
	"Montana"	"30"	"2011"	"2011"	232	997821	23.251
	"Montana"	"30"	"2012"	"2012"	233	1005196	23.180
	"Montana"	"30"	"2013"	"2013"	243	1014314	23.957
	"Montana"	"30"	"2014"	"2014"	250	1022867	24.441
	"Montana"	"30"	"2015"	"2015"	271	1032073	26.258
	"Montana"	"30"	"2016"	"2016"	267	1042520	25.611
	"Nebraska"	"31"	"1999"	"1999"	177	1704764	10.383
	"Nebraska"	"31"	"2000"	"2000"	193	1711263	11.278
	"Nebraska"	"31"	"2001"	"2001"	187	1719836	10.873
	"Nebraska"	"31"	"2002"	"2002"	201	1728292	11.630
	"Nebraska"	"31"	"2003"	"2003"	176	1738643	10.123
	"Nebraska"	"31"	"2004"	"2004"	166	1749370	9.489
	"Nebraska"	"31"	"2005"	"2005"	187	1761497	10.616
	"Nebraska"	"31"	"2006"	"2006"	202	1772693	11.395
	"Nebraska"	"31"	"2007"	"2007"	181	1783440	10.149
	"Nebraska"	"31"	"2008"	"2008"	190	1796378	10.577
	"Nebraska"	"31"	"2009"	"2009"	170	1812683	9.378
	"Nebraska"	"31"	"2010"	"2010"	192	1826341	10.513
	"Nebraska"	"31"	"2011"	"2011"	192	1842283	10.422
	"Nebraska"	"31"	"2012"	"2012"	231	1855725	12.448
	"Nebraska"	"31"	"2013"	"2013"	220	1868559	11.774
	"Nebraska"	"31"	"2014"	"2014"	251	1881145	13.343
	"Nebraska"	"31"	"2015"	"2015"	223	1893765	11.775
	"Nebraska"	"31"	"2016"	"2016"	246	1907116	12.899
	"Nevada"	"32"	"1999"	"1999"	404	1934718	20.882
	"Nevada"	"32"	"2000"	"2000"	400	1998257	20.017
	"Nevada"	"32"	"2001"	"2001"	387	2098399	18.443
	"Nevada"	"32"	"2002"	"2002"	423	2173791	19.459
	"Nevada"	"32"	"2003"	"2003"	432	2248850	19.210
	"Nevada"	"32"	"2004"	"2004"	440	2346222	18.754
	"Nevada"	"32"	"2005"	"2005"	480	2432143	19.736
	"Nevada"	"32"	"2006"	"2006"	485	2522658	19.226
	"Nevada"	"32"	"2007"	"2007"	471	2601072	18.108
	"Nevada"	"32"	"2008"	"2008"	526	2653630	19.822
	"Nevada"	"32"	"2009"	"2009"	503	2684665	18.736
	"Nevada"	"32"	"2010"	"2010"	546	2700551	20.218
	"Nevada"	"32"	"2011"	"2011"	516	2718379	18.982
	"Nevada"	"32"	"2012"	"2012"	524	2752565	19.037
	"Nevada"	"32"	"2013"	"2013"	541	2786464	19.415
	"Nevada"	"32"	"2014"	"2014"	572	2833013	20.191
	"Nevada"	"32"	"2015"	"2015"	558	2883758	19.350
	"Nevada"	"32"	"2016"	"2016"	650	2940058	22.108
	"New Hampshire"	"33"	"1999"	"1999"	137	1222014	11.211
	"New Hampshire"	"33"	"2000"	"2000"	130	1235786	10.520
	"New Hampshire"	"33"	"2001"	"2001"	166	1255517	13.222
	"New Hampshire"	"33"	"2002"	"2002"	132	1269089	10.401
	"New Hampshire"	"33"	"2003"	"2003"	158	1279840	12.345
	"New Hampshire"	"33"	"2004"	"2004"	133	1290121	10.309
	"New Hampshire"	"33"	"2005"	"2005"	162	1298492	12.476
	"New Hampshire"	"33"	"2006"	"2006"	151	1308389	11.541
	"New Hampshire"	"33"	"2007"	"2007"	157	1312540	11.962
	"New Hampshire"	"33"	"2008"	"2008"	179	1315906	13.603
	"New Hampshire"	"33"	"2009"	"2009"	166	1316102	12.613
	"New Hampshire"	"33"	"2010"	"2010"	196	1316470	14.888
	"New Hampshire"	"33"	"2011"	"2011"	198	1318473	15.017
	"New Hampshire"	"33"	"2012"	"2012"	201	1321182	15.214
	"New Hampshire"	"33"	"2013"	"2013"	185	1322687	13.987
	"New Hampshire"	"33"	"2014"	"2014"	247	1328743	18.589
	"New Hampshire"	"33"	"2015"	"2015"	228	1330111	17.141
	"New Hampshire"	"33"	"2016"	"2016"	244	1334795	18.280
	"New Jersey"	"34"	"1999"	"1999"	563	8359592	6.735
	"New Jersey"	"34"	"2000"	"2000"	559	8414350	6.643
	"New Jersey"	"34"	"2001"	"2001"	588	8492671	6.924
	"New Jersey"	"34"	"2002"	"2002"	553	8552643	6.466
	"New Jersey"	"34"	"2003"	"2003"	587	8601402	6.824
	"New Jersey"	"34"	"2004"	"2004"	596	8634561	6.902
	"New Jersey"	"34"	"2005"	"2005"	535	8651974	6.184
	"New Jersey"	"34"	"2006"	"2006"	583	8661679	6.731
	"New Jersey"	"34"	"2007"	"2007"	592	8677885	6.822
	"New Jersey"	"34"	"2008"	"2008"	612	8711090	7.026
	"New Jersey"	"34"	"2009"	"2009"	554	8755602	6.327
	"New Jersey"	"34"	"2010"	"2010"	719	8791894	8.178
	"New Jersey"	"34"	"2011"	"2011"	687	8841243	7.770
	"New Jersey"	"34"	"2012"	"2012"	678	8873211	7.641
	"New Jersey"	"34"	"2013"	"2013"	754	8899162	8.473
	"New Jersey"	"34"	"2014"	"2014"	786	8925001	8.807
	"New Jersey"	"34"	"2015"	"2015"	787	8935421	8.808
	"New Jersey"	"34"	"2016"	"2016"	685	8944469	7.658
	"New Mexico"	"35"	"1999"	"1999"	318	1808082	17.588
	"New Mexico"	"35"	"2000"	"2000"	327	1819046	17.976
	"New Mexico"	"35"	"2001"	"2001"	361	1831690	19.709
	"New Mexico"	"35"	"2002"	"2002"	349	1855309	18.811
	"New Mexico"	"35"	"2003"	"2003"	341	1877574	18.162
	"New Mexico"	"35"	"2004"	"2004"	355	1903808	18.647
	"New Mexico"	"35"	"2005"	"2005"	340	1932274	17.596
	"New Mexico"	"35"	"2006"	"2006"	352	1962137	17.940
	"New Mexico"	"35"	"2007"	"2007"	401	1990070	20.150
	"New Mexico"	"35"	"2008"	"2008"	417	2010662	20.739
	"New Mexico"	"35"	"2009"	"2009"	375	2036802	18.411
	"New Mexico"	"35"	"2010"	"2010"	412	2059179	20.008
	"New Mexico"	"35"	"2011"	"2011"	417	2077756	20.070
	"New Mexico"	"35"	"2012"	"2012"	441	2083784	21.163
	"New Mexico"	"35"	"2013"	"2013"	428	2085193	20.526
	"New Mexico"	"35"	"2014"	"2014"	449	2083024	21.555
	"New Mexico"	"35"	"2015"	"2015"	500	2080328	24.035
	"New Mexico"	"35"	"2016"	"2016"	471	2081015	22.633
	"New York"	"36"	"1999"	"1999"	1195	18882725	6.329
	"New York"	"36"	"2000"	"2000"	1131	18976457	5.960
	"New York"	"36"	"2001"	"2001"	1251	19082838	6.556
	"New York"	"36"	"2002"	"2002"	1227	19137800	6.411
	"New York"	"36"	"2003"	"2003"	1166	19175939	6.081
	"New York"	"36"	"2004"	"2004"	1181	19171567	6.160
	"New York"	"36"	"2005"	"2005"	1187	19132610	6.204
	"New York"	"36"	"2006"	"2006"	1325	19104631	6.935
	"New York"	"36"	"2007"	"2007"	1393	19132335	7.281
	"New York"	"36"	"2008"	"2008"	1405	19212436	7.313
	"New York"	"36"	"2009"	"2009"	1414	19307066	7.324
	"New York"	"36"	"2010"	"2010"	1545	19378102	7.973
	"New York"	"36"	"2011"	"2011"	1649	19519529	8.448
	"New York"	"36"	"2012"	"2012"	1704	19602769	8.693
	"New York"	"36"	"2013"	"2013"	1684	19673546	8.560
	"New York"	"36"	"2014"	"2014"	1694	19718515	8.591
	"New York"	"36"	"2015"	"2015"	1650	19747183	8.356
	"New York"	"36"	"2016"	"2016"	1675	19745289	8.483
	"North Carolina"	"37"	"1999"	"1999"	884	7949361	11.120
	"North Carolina"	"37"	"2000"	"2000"	971	8049313	12.063
	"North Carolina"	"37"	"2001"	"2001"	997	8210122	12.144
	"North Carolina"	"37"	"2002"	"2002"	986	8326201	11.842
	"North Carolina"	"37"	"2003"	"2003"	953	8422501	11.315
	"North Carolina"	"37"	"2004"	"2004"	1025	8553152	11.984
	"North Carolina"	"37"	"2005"	"2005"	1008	8705407	11.579
	"North Carolina"	"37"	"2006"	"2006"	1098	8917270	12.313
	"North Carolina"	"37"	"2007"	"2007"	1074	9118037	11.779
	"North Carolina"	"37"	"2008"	"2008"	1160	9309449	12.460
	"North Carolina"	"37"	"2009"	"2009"	1173	9449566	12.413
	"North Carolina"	"37"	"2010"	"2010"	1172	9535483	12.291
	"North Carolina"	"37"	"2011"	"2011"	1213	9650963	12.569
	"North Carolina"	"37"	"2012"	"2012"	1283	9746175	13.164
	"North Carolina"	"37"	"2013"	"2013"	1279	9841590	12.996
	"North Carolina"	"37"	"2014"	"2014"	1352	9934399	13.609
	"North Carolina"	"37"	"2015"	"2015"	1403	10035186	13.981
	"North Carolina"	"37"	"2016"	"2016"	1370	10146788	13.502
	"North Dakota"	"38"	"1999"	"1999"	73	644259	11.331
	"North Dakota"	"38"	"2000"	"2000"	68	642200	10.589
	"North Dakota"	"38"	"2001"	"2001"	79	639062	12.362
	"North Dakota"	"38"	"2002"	"2002"	91	638168	14.260
	"North Dakota"	"38"	"2003"	"2003"	81	638817	12.680
	"North Dakota"	"38"	"2004"	"2004"	73	644705	11.323
	"North Dakota"	"38"	"2005"	"2005"	92	646089	14.240
	"North Dakota"	"38"	"2006"	"2006"	90	649422	13.858
	"North Dakota"	"38"	"2007"	"2007"	95	652822	14.552
	"North Dakota"	"38"	"2008"	"2008"	86	657569	13.078
	"North Dakota"	"38"	"2009"	"2009"	90	664968	13.534
	"North Dakota"	"38"	"2010"	"2010"	106	672591	15.760
	"North Dakota"	"38"	"2011"	"2011"	101	685476	14.734
	"North Dakota"	"38"	"2012"	"2012"	105	702087	14.955
	"North Dakota"	"38"	"2013"	"2013"	128	724019	17.679
	"North Dakota"	"38"	"2014"	"2014"	137	739904	18.516
	"North Dakota"	"38"	"2015"	"2015"	124	756835	16.384
	"North Dakota"	"38"	"2016"	"2016"	140	757952	18.471
	"Ohio"	"39"	"1999"	"1999"	1102	11335454	9.722
	"Ohio"	"39"	"2000"	"2000"	1087	11353140	9.574
	"Ohio"	"39"	"2001"	"2001"	1218	11387404	10.696
	"Ohio"	"39"	"2002"	"2002"	1285	11407889	11.264
	"Ohio"	"39"	"2003"	"2003"	1072	11434788	9.375
	"Ohio"	"39"	"2004"	"2004"	1316	11452251	11.491
	"Ohio"	"39"	"2005"	"2005"	1340	11463320	11.689
	"Ohio"	"39"	"2006"	"2006"	1319	11481213	11.488
	"Ohio"	"39"	"2007"	"2007"	1293	11500468	11.243
	"Ohio"	"39"	"2008"	"2008"	1410	11515391	12.244
	"Ohio"	"39"	"2009"	"2009"	1174	11528896	10.183
	"Ohio"	"39"	"2010"	"2010"	1436	11536504	12.447
	"Ohio"	"39"	"2011"	"2011"	1462	11544824	12.664
	"Ohio"	"39"	"2012"	"2012"	1537	11550839	13.306
	"Ohio"	"39"	"2013"	"2013"	1525	11570022	13.181
	"Ohio"	"39"	"2014"	"2014"	1491	11594408	12.860
	"Ohio"	"39"	"2015"	"2015"	1649	11605090	14.209
	"Ohio"	"39"	"2016"	"2016"	1705	11614373	14.680
	"Oklahoma"	"40"	"1999"	"1999"	492	3437147	14.314
	"Oklahoma"	"40"	"2000"	"2000"	497	3450654	14.403
	"Oklahoma"	"40"	"2001"	"2001"	515	3467100	14.854
	"Oklahoma"	"40"	"2002"	"2002"	501	3489080	14.359
	"Oklahoma"	"40"	"2003"	"2003"	475	3504892	13.552
	"Oklahoma"	"40"	"2004"	"2004"	505	3525233	14.325
	"Oklahoma"	"40"	"2005"	"2005"	513	3548597	14.456
	"Oklahoma"	"40"	"2006"	"2006"	535	3594090	14.886
	"Oklahoma"	"40"	"2007"	"2007"	530	3634349	14.583
	"Oklahoma"	"40"	"2008"	"2008"	574	3668976	15.645
	"Oklahoma"	"40"	"2009"	"2009"	566	3717572	15.225
	"Oklahoma"	"40"	"2010"	"2010"	617	3751351	16.447
	"Oklahoma"	"40"	"2011"	"2011"	691	3786274	18.250
	"Oklahoma"	"40"	"2012"	"2012"	667	3817054	17.474
	"Oklahoma"	"40"	"2013"	"2013"	665	3852415	17.262
	"Oklahoma"	"40"	"2014"	"2014"	733	3877499	18.904
	"Oklahoma"	"40"	"2015"	"2015"	790	3907414	20.218
	"Oklahoma"	"40"	"2016"	"2016"	821	3923561	20.925
	"Oregon"	"41"	"1999"	"1999"	477	3393941	14.054
	"Oregon"	"41"	"2000"	"2000"	493	3421399	14.409
	"Oregon"	"41"	"2001"	"2001"	503	3467937	14.504
	"Oregon"	"41"	"2002"	"2002"	517	3513424	14.715
	"Oregon"	"41"	"2003"	"2003"	591	3547376	16.660
	"Oregon"	"41"	"2004"	"2004"	554	3569463	15.521
	"Oregon"	"41"	"2005"	"2005"	559	3613202	15.471
	"Oregon"	"41"	"2006"	"2006"	576	3670883	15.691
	"Oregon"	"41"	"2007"	"2007"	590	3722417	15.850
	"Oregon"	"41"	"2008"	"2008"	571	3768748	15.151
	"Oregon"	"41"	"2009"	"2009"	642	3808600	16.857
	"Oregon"	"41"	"2010"	"2010"	684	3831074	17.854
	"Oregon"	"41"	"2011"	"2011"	654	3868031	16.908
	"Oregon"	"41"	"2012"	"2012"	723	3899116	18.543
	"Oregon"	"41"	"2013"	"2013"	695	3925751	17.704
	"Oregon"	"41"	"2014"	"2014"	781	3968371	19.681
	"Oregon"	"41"	"2015"	"2015"	760	4024634	18.884
	"Oregon"	"41"	"2016"	"2016"	771	4093465	18.835
	"Pennsylvania"	"42"	"1999"	"1999"	1284	12263805	10.470
	"Pennsylvania"	"42"	"2000"	"2000"	1356	12281054	11.041
	"Pennsylvania"	"42"	"2001"	"2001"	1270	12298970	10.326
	"Pennsylvania"	"42"	"2002"	"2002"	1336	12331031	10.834
	"Pennsylvania"	"42"	"2003"	"2003"	1338	12374658	10.812
	"Pennsylvania"	"42"	"2004"	"2004"	1410	12410722	11.361
	"Pennsylvania"	"42"	"2005"	"2005"	1426	12449990	11.454
	"Pennsylvania"	"42"	"2006"	"2006"	1390	12510809	11.110
	"Pennsylvania"	"42"	"2007"	"2007"	1435	12563937	11.422
	"Pennsylvania"	"42"	"2008"	"2008"	1536	12612285	12.179
	"Pennsylvania"	"42"	"2009"	"2009"	1628	12666858	12.852
	"Pennsylvania"	"42"	"2010"	"2010"	1574	12702379	12.391
	"Pennsylvania"	"42"	"2011"	"2011"	1745	12744293	13.692
	"Pennsylvania"	"42"	"2012"	"2012"	1646	12771854	12.888
	"Pennsylvania"	"42"	"2013"	"2013"	1786	12781338	13.973
	"Pennsylvania"	"42"	"2014"	"2014"	1812	12790565	14.167
	"Pennsylvania"	"42"	"2015"	"2015"	1894	12791904	14.806
	"Pennsylvania"	"42"	"2016"	"2016"	1967	12784227	15.386
	"Rhode Island"	"44"	"1999"	"1999"	96	1040402	9.227
	"Rhode Island"	"44"	"2000"	"2000"	75	1048319	7.154
	"Rhode Island"	"44"	"2001"	"2001"	87	1057142	8.230
	"Rhode Island"	"44"	"2002"	"2002"	86	1065995	8.068
	"Rhode Island"	"44"	"2003"	"2003"	84	1071342	7.841
	"Rhode Island"	"44"	"2004"	"2004"	84	1074579	7.817
	"Rhode Island"	"44"	"2005"	"2005"	70	1067916	6.555
	"Rhode Island"	"44"	"2006"	"2006"	90	1063096	8.466
	"Rhode Island"	"44"	"2007"	"2007"	96	1057315	9.080
	"Rhode Island"	"44"	"2008"	"2008"	110	1055003	10.427
	"Rhode Island"	"44"	"2009"	"2009"	117	1053646	11.104
	"Rhode Island"	"44"	"2010"	"2010"	128	1052567	12.161
	"Rhode Island"	"44"	"2011"	"2011"	100	1052451	9.502
	"Rhode Island"	"44"	"2012"	"2012"	105	1052901	9.972
	"Rhode Island"	"44"	"2013"	"2013"	132	1053033	12.535
	"Rhode Island"	"44"	"2014"	"2014"	111	1054480	10.527
	"Rhode Island"	"44"	"2015"	"2015"	126	1055607	11.936
	"Rhode Island"	"44"	"2016"	"2016"	126	1056426	11.927
	"South Carolina"	"45"	"1999"	"1999"	418	3974682	10.517
	"South Carolina"	"45"	"2000"	"2000"	442	4012012	11.017
	"South Carolina"	"45"	"2001"	"2001"	467	4064995	11.488
	"South Carolina"	"45"	"2002"	"2002"	437	4107795	10.638
	"South Carolina"	"45"	"2003"	"2003"	475	4150297	11.445
	"South Carolina"	"45"	"2004"	"2004"	480	4210921	11.399
	"South Carolina"	"45"	"2005"	"2005"	510	4270150	11.943
	"South Carolina"	"45"	"2006"	"2006"	524	4357847	12.024
	"South Carolina"	"45"	"2007"	"2007"	528	4444110	11.881
	"South Carolina"	"45"	"2008"	"2008"	565	4528996	12.475
	"South Carolina"	"45"	"2009"	"2009"	616	4589872	13.421
	"South Carolina"	"45"	"2010"	"2010"	637	4625364	13.772
	"South Carolina"	"45"	"2011"	"2011"	658	4672637	14.082
	"South Carolina"	"45"	"2012"	"2012"	673	4720760	14.256
	"South Carolina"	"45"	"2013"	"2013"	695	4767894	14.577
	"South Carolina"	"45"	"2014"	"2014"	753	4828430	15.595
	"South Carolina"	"45"	"2015"	"2015"	739	4894834	15.098
	"South Carolina"	"45"	"2016"	"2016"	815	4961119	16.428
	"South Dakota"	"46"	"1999"	"1999"	103	750412	13.726
	"South Dakota"	"46"	"2000"	"2000"	95	754844	12.585
	"South Dakota"	"46"	"2001"	"2001"	105	757972	13.853
	"South Dakota"	"46"	"2002"	"2002"	94	760020	12.368
	"South Dakota"	"46"	"2003"	"2003"	102	763729	13.356
	"South Dakota"	"46"	"2004"	"2004"	111	770396	14.408
	"South Dakota"	"46"	"2005"	"2005"	121	775493	15.603
	"South Dakota"	"46"	"2006"	"2006"	125	783033	15.964
	"South Dakota"	"46"	"2007"	"2007"	100	791623	12.632
	"South Dakota"	"46"	"2008"	"2008"	123	799124	15.392
	"South Dakota"	"46"	"2009"	"2009"	129	807067	15.984
	"South Dakota"	"46"	"2010"	"2010"	140	814180	17.195
	"South Dakota"	"46"	"2011"	"2011"	128	824398	15.526
	"South Dakota"	"46"	"2012"	"2012"	141	834441	16.898
	"South Dakota"	"46"	"2013"	"2013"	147	844922	17.398
	"South Dakota"	"46"	"2014"	"2014"	141	852561	16.538
	"South Dakota"	"46"	"2015"	"2015"	172	857919	20.049
	"South Dakota"	"46"	"2016"	"2016"	163	865454	18.834
	"Tennessee"	"47"	"1999"	"1999"	726	5638706	12.875
	"Tennessee"	"47"	"2000"	"2000"	728	5689283	12.796
	"Tennessee"	"47"	"2001"	"2001"	710	5750789	12.346
	"Tennessee"	"47"	"2002"	"2002"	778	5795918	13.423
	"Tennessee"	"47"	"2003"	"2003"	761	5847812	13.013
	"Tennessee"	"47"	"2004"	"2004"	792	5910809	13.399
	"Tennessee"	"47"	"2005"	"2005"	856	5991057	14.288
	"Tennessee"	"47"	"2006"	"2006"	871	6088766	14.305
	"Tennessee"	"47"	"2007"	"2007"	842	6175727	13.634
	"Tennessee"	"47"	"2008"	"2008"	973	6247411	15.574
	"Tennessee"	"47"	"2009"	"2009"	941	6306019	14.922
	"Tennessee"	"47"	"2010"	"2010"	941	6346105	14.828
	"Tennessee"	"47"	"2011"	"2011"	954	6397634	14.912
	"Tennessee"	"47"	"2012"	"2012"	977	6454306	15.137
	"Tennessee"	"47"	"2013"	"2013"	1028	6494821	15.828
	"Tennessee"	"47"	"2014"	"2014"	996	6544663	15.219
	"Tennessee"	"47"	"2015"	"2015"	1068	6595056	16.194
	"Tennessee"	"47"	"2016"	"2016"	1108	6651194	16.659
	"Texas"	"48"	"1999"	"1999"	2004	20558220	9.748
	"Texas"	"48"	"2000"	"2000"	2048	20851820	9.822
	"Texas"	"48"	"2001"	"2001"	2221	21319622	10.418
	"Texas"	"48"	"2002"	"2002"	2307	21690325	10.636
	"Texas"	"48"	"2003"	"2003"	2358	22030931	10.703
	"Texas"	"48"	"2004"	"2004"	2293	22394023	10.239
	"Texas"	"48"	"2005"	"2005"	2410	22778123	10.580
	"Texas"	"48"	"2006"	"2006"	2344	23359580	10.034
	"Texas"	"48"	"2007"	"2007"	2432	23831983	10.205
	"Texas"	"48"	"2008"	"2008"	2547	24309039	10.478
	"Texas"	"48"	"2009"	"2009"	2806	24801761	11.314
	"Texas"	"48"	"2010"	"2010"	2886	25145561	11.477
	"Texas"	"48"	"2011"	"2011"	2887	25646389	11.257
	"Texas"	"48"	"2012"	"2012"	3029	26071655	11.618
	"Texas"	"48"	"2013"	"2013"	3054	26473525	11.536
	"Texas"	"48"	"2014"	"2014"	3248	26944751	12.054
	"Texas"	"48"	"2015"	"2015"	3400	27429639	12.395
	"Texas"	"48"	"2016"	"2016"	3477	27862596	12.479
	"Utah"	"49"	"1999"	"1999"	281	2203482	12.753
	"Utah"	"49"	"2000"	"2000"	298	2233169	13.344
	"Utah"	"49"	"2001"	"2001"	319	2283715	13.968
	"Utah"	"49"	"2002"	"2002"	340	2324815	14.625
	"Utah"	"49"	"2003"	"2003"	336	2360137	14.236
	"Utah"	"49"	"2004"	"2004"	376	2401580	15.656
	"Utah"	"49"	"2005"	"2005"	344	2457719	13.997
	"Utah"	"49"	"2006"	"2006"	362	2525507	14.334
	"Utah"	"49"	"2007"	"2007"	378	2597746	14.551
	"Utah"	"49"	"2008"	"2008"	390	2663029	14.645
	"Utah"	"49"	"2009"	"2009"	448	2723421	16.450
	"Utah"	"49"	"2010"	"2010"	471	2763885	17.041
	"Utah"	"49"	"2011"	"2011"	500	2816124	17.755
	"Utah"	"49"	"2012"	"2012"	549	2855782	19.224
	"Utah"	"49"	"2013"	"2013"	579	2902663	19.947
	"Utah"	"49"	"2014"	"2014"	559	2941836	19.002
	"Utah"	"49"	"2015"	"2015"	629	2990632	21.032
	"Utah"	"49"	"2016"	"2016"	619	3051217	20.287
	"Vermont"	"50"	"1999"	"1999"	63	604683	10.419
	"Vermont"	"50"	"2000"	"2000"	77	608827	12.647
	"Vermont"	"50"	"2001"	"2001"	72	612223	11.760
	"Vermont"	"50"	"2002"	"2002"	90	615442	14.624
	"Vermont"	"50"	"2003"	"2003"	83	617858	13.434
	"Vermont"	"50"	"2004"	"2004"	93	619920	15.002
	"Vermont"	"50"	"2005"	"2005"	77	621215	12.395
	"Vermont"	"50"	"2006"	"2006"	81	622892	13.004
	"Vermont"	"50"	"2007"	"2007"	89	623481	14.275
	"Vermont"	"50"	"2008"	"2008"	94	624151	15.060
	"Vermont"	"50"	"2009"	"2009"	87	624817	13.924
	"Vermont"	"50"	"2010"	"2010"	106	625741	16.940
	"Vermont"	"50"	"2011"	"2011"	120	626730	19.147
	"Vermont"	"50"	"2012"	"2012"	87	626444	13.888
	"Vermont"	"50"	"2013"	"2013"	111	627140	17.699
	"Vermont"	"50"	"2014"	"2014"	124	626984	19.777
	"Vermont"	"50"	"2015"	"2015"	103	626088	16.451
	"Vermont"	"50"	"2016"	"2016"	117	624594	18.732
	"Virginia"	"51"	"1999"	"1999"	791	7000174	11.300
	"Virginia"	"51"	"2000"	"2000"	768	7078515	10.850
	"Virginia"	"51"	"2001"	"2001"	796	7198362	11.058
	"Virginia"	"51"	"2002"	"2002"	799	7286873	10.965
	"Virginia"	"51"	"2003"	"2003"	807	7366977	10.954
	"Virginia"	"51"	"2004"	"2004"	828	7475575	11.076
	"Virginia"	"51"	"2005"	"2005"	865	7577105	11.416
	"Virginia"	"51"	"2006"	"2006"	874	7673725	11.390
	"Virginia"	"51"	"2007"	"2007"	878	7751000	11.328
	"Virginia"	"51"	"2008"	"2008"	947	7833496	12.089
	"Virginia"	"51"	"2009"	"2009"	962	7925937	12.137
	"Virginia"	"51"	"2010"	"2010"	961	8001024	12.011
	"Virginia"	"51"	"2011"	"2011"	1053	8110035	12.984
	"Virginia"	"51"	"2012"	"2012"	1062	8192048	12.964
	"Virginia"	"51"	"2013"	"2013"	1068	8262692	12.926
	"Virginia"	"51"	"2014"	"2014"	1121	8317372	13.478
	"Virginia"	"51"	"2015"	"2015"	1116	8367587	13.337
	"Virginia"	"51"	"2016"	"2016"	1163	8411808	13.826
	"Washington"	"53"	"1999"	"1999"	815	5842564	13.949
	"Washington"	"53"	"2000"	"2000"	726	5894121	12.317
	"Washington"	"53"	"2001"	"2001"	711	5985722	11.878
	"Washington"	"53"	"2002"	"2002"	811	6052349	13.400
	"Washington"	"53"	"2003"	"2003"	801	6104115	13.122
	"Washington"	"53"	"2004"	"2004"	829	6178645	13.417
	"Washington"	"53"	"2005"	"2005"	820	6257305	13.105
	"Washington"	"53"	"2006"	"2006"	808	6370753	12.683
	"Washington"	"53"	"2007"	"2007"	862	6461587	13.340
	"Washington"	"53"	"2008"	"2008"	885	6562231	13.486
	"Washington"	"53"	"2009"	"2009"	919	6667426	13.783
	"Washington"	"53"	"2010"	"2010"	955	6724540	14.202
